山东电信,#genre#
北京卫视HD,http://39.135.253.157/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225975/2.m3u8
北京卫视HD,http://39.135.253.158/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225975/2.m3u8
东方卫视HD,http://39.135.253.53/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225887/2.m3u8
东方卫视HD,http://39.135.253.54/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225887/2.m3u8
东方卫视HD,http://39.135.253.159/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225887/2.m3u8
东方卫视HD,http://39.135.253.160/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225887/2.m3u8
安徽卫视HD,http://39.135.248.133/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225915/2.m3u8
安徽卫视HD,http://39.135.248.134/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225915/2.m3u8
安徽卫视HD,http://39.135.248.145/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225915/2.m3u8
安徽卫视HD,http://39.135.248.146/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225915/2.m3u8
广东卫视HD,http://39.135.253.7/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225893/2.m3u8
广东卫视HD,http://39.135.253.8/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225893/2.m3u8
广东卫视HD,http://39.135.253.133/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225893/2.m3u8
广东卫视HD,http://39.135.253.134/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225893/2.m3u8
江西卫视HD,http://39.135.248.134/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225914/2.m3u8
江西卫视HD,http://39.135.248.133/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225914/2.m3u8
江西卫视HD,http://39.135.248.145/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225914/2.m3u8
江西卫视HD,http://39.135.248.146/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225914/2.m3u8
辽宁卫视HD,http://39.135.248.141/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225888/2.m3u8
辽宁卫视HD,http://39.135.248.142/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225888/2.m3u8
辽宁卫视HD,http://39.135.248.145/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225888/2.m3u8
辽宁卫视HD,http://39.135.248.146/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225888/2.m3u8
山东卫视HD,http://39.135.253.59/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225974/2.m3u8
山东卫视HD,http://39.135.253.60/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225974/2.m3u8
山东卫视HD,http://39.135.253.156/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225974/2.m3u8
山东卫视HD,http://39.135.253.155/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225974/2.m3u8
天津卫视HD,http://39.135.248.140/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225960/2.m3u8
天津卫视HD,http://39.135.248.139/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225960/2.m3u8
天津卫视HD,http://39.135.248.145/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225960/2.m3u8
天津卫视HD,http://39.135.248.146/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225960/2.m3u8
东南卫视HD,http://39.135.248.139/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225961/2.m3u8
东南卫视HD,http://39.135.248.140/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225961/2.m3u8
东南卫视HD,http://39.135.248.143/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225961/2.m3u8
东南卫视HD,http://39.135.248.144/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225961/2.m3u8
湖北卫视HD,http://39.135.253.25/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225966/2.m3u8
湖北卫视HD,http://39.135.253.26/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225966/2.m3u8
湖北卫视HD,http://39.135.253.149/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225966/2.m3u8
湖北卫视HD,http://39.135.253.150/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225966/2.m3u8
深圳卫视HD,http://39.135.253.161/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225967/2.m3u8
深圳卫视HD,http://39.135.253.162/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225967/2.m3u8
黑龙江卫视HD,http://39.135.253.11/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225968/2.m3u8
黑龙江卫视HD,http://39.135.253.12/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225968/2.m3u8
黑龙江卫视HD,http://39.135.253.136/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225968/2.m3u8
黑龙江卫视HD,http://39.135.253.135/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225968/2.m3u8

CCTV1,http://39.135.253.9/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225965/1.m3u8
CCTV1,http://39.135.253.10/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225965/1.m3u8
CCTV1,http://39.135.253.17/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225965/1.m3u8
CCTV1,http://39.135.253.18/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225965/1.m3u8
CCTV2,http://39.135.253.133/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225919/1.m3u8
CCTV2,http://39.135.253.134/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225919/1.m3u8
CCTV4,http://39.135.253.137/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225922/1.m3u8
CCTV4,http://39.135.253.138/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225922/1.m3u8
CCTV5,http://39.135.248.133/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225904/1.m3u8
CCTV5,http://39.135.248.134/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225904/1.m3u8
CCTV5,http://39.135.248.147/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225904/1.m3u8
CCTV5,http://39.135.248.148/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225904/1.m3u8
CCTV7,http://39.135.253.17/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225923/1.m3u8
CCTV7,http://39.135.253.18/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225923/1.m3u8
CCTV7,http://39.135.253.141/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225923/1.m3u8
CCTV7,http://39.135.253.142/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225923/1.m3u8
CCTV10,http://39.135.253.35/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225924/1.m3u8
CCTV10,http://39.135.253.36/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225924/1.m3u8
CCTV10,http://39.135.253.135/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225924/1.m3u8
CCTV10,http://39.135.253.136/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225924/1.m3u8
CCTV11,http://39.135.253.143/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225925/1.m3u8
CCTV11,http://39.135.253.144/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225925/1.m3u8
CCTV12,http://39.135.253.65/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225926/1.m3u8
CCTV12,http://39.135.253.66/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225926/1.m3u8
CCTV12,http://39.135.253.147/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225926/1.m3u8
CCTV12,http://39.135.253.148/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225926/1.m3u8
CCTV13,http://39.135.253.151/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225927/1.m3u8
CCTV13,http://39.135.253.152/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225927/1.m3u8
CCTV14,http://39.135.248.133/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225930/1.m3u8
CCTV14,http://39.135.248.134/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225930/1.m3u8
CCTV14,http://39.135.248.146/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225930/1.m3u8
CCTV14,http://39.135.248.145/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225930/1.m3u8
CCTV15,http://39.135.253.63/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225928/1.m3u8
CCTV15,http://39.135.253.64/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225928/1.m3u8
CCTV15,http://39.135.253.139/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225928/1.m3u8
CCTV15,http://39.135.253.140/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225928/1.m3u8
CETV1,http://39.135.248.133/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225910/1.m3u8
CETV1,http://39.135.248.145/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225910/1.m3u8
CETV1,http://39.135.248.146/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225910/1.m3u8
CETV1,http://39.135.248.134/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225910/1.m3u8
湖南卫视,http://39.135.253.15/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225892/1.m3u8
湖南卫视,http://39.135.253.16/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225892/1.m3u8
湖南卫视,http://39.135.253.145/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225892/1.m3u8
湖南卫视,http://39.135.253.146/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225892/1.m3u8
浙江卫视,http://39.135.253.47/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225899/1.m3u8
浙江卫视,http://39.135.253.48/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225899/1.m3u8
浙江卫视,http://39.135.253.139/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225899/1.m3u8
浙江卫视,http://39.135.253.140/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225899/1.m3u8
江苏卫视,http://39.135.253.31/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225885/1.m3u8
江苏卫视,http://39.135.253.32/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225885/1.m3u8
江苏卫视,http://39.135.253.153/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225885/1.m3u8
江苏卫视,http://39.135.253.154/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225885/1.m3u8
北京卫视,http://39.135.253.41/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225975/1.m3u8
北京卫视,http://39.135.253.42/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225975/1.m3u8
北京卫视,http://39.135.253.157/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225975/1.m3u8
北京卫视,http://39.135.253.158/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225975/1.m3u8
东方卫视,http://39.135.253.53/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225887/1.m3u8
东方卫视,http://39.135.253.54/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225887/1.m3u8
东方卫视,http://39.135.253.159/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225887/1.m3u8
东方卫视,http://39.135.253.160/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225887/1.m3u8
安徽卫视,http://39.135.248.133/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225915/1.m3u8
安徽卫视,http://39.135.248.134/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225915/1.m3u8
安徽卫视,http://39.135.248.145/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225915/1.m3u8
安徽卫视,http://39.135.248.146/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225915/1.m3u8
广东卫视,http://39.135.253.7/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225893/1.m3u8
广东卫视,http://39.135.253.8/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225893/1.m3u8
广东卫视,http://39.135.253.133/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225893/1.m3u8
广东卫视,http://39.135.253.134/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225893/1.m3u8
江西卫视,http://39.135.248.134/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225914/1.m3u8
江西卫视,http://39.135.248.133/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225914/1.m3u8
江西卫视,http://39.135.248.145/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225914/1.m3u8
江西卫视,http://39.135.248.146/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225914/1.m3u8
辽宁卫视,http://39.135.248.141/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225888/1.m3u8
辽宁卫视,http://39.135.248.142/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225888/1.m3u8
辽宁卫视,http://39.135.248.145/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225888/1.m3u8
辽宁卫视,http://39.135.248.146/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225888/1.m3u8
山东卫视,http://39.135.253.59/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225974/1.m3u8
山东卫视,http://39.135.253.60/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225974/1.m3u8
山东卫视,http://39.135.253.156/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225974/1.m3u8
山东卫视,http://39.135.253.155/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225974/1.m3u8
天津卫视,http://39.135.248.140/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225960/1.m3u8
天津卫视,http://39.135.248.139/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225960/1.m3u8
天津卫视,http://39.135.248.145/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225960/1.m3u8
天津卫视,http://39.135.248.146/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225960/1.m3u8
东南卫视,http://39.135.248.139/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225961/1.m3u8
东南卫视,http://39.135.248.140/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225961/1.m3u8
东南卫视,http://39.135.248.143/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225961/1.m3u8
东南卫视,http://39.135.248.144/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225961/1.m3u8
湖北卫视,http://39.135.253.25/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225966/1.m3u8
湖北卫视,http://39.135.253.26/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225966/1.m3u8
湖北卫视,http://39.135.253.149/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225966/1.m3u8
湖北卫视,http://39.135.253.150/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225966/1.m3u8
深圳卫视,http://39.135.253.161/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225967/1.m3u8
深圳卫视,http://39.135.253.162/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225967/1.m3u8
黑龙江卫视,http://39.135.253.11/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225968/1.m3u8
黑龙江卫视,http://39.135.253.12/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225968/1.m3u8
黑龙江卫视,http://39.135.253.136/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225968/1.m3u8
黑龙江卫视,http://39.135.253.135/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225968/1.m3u8
四川卫视,http://39.135.248.135/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225935/1.m3u8
四川卫视,http://39.135.248.136/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225935/1.m3u8
四川卫视,http://39.135.248.137/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225935/1.m3u8
四川卫视,http://39.135.248.138/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225935/1.m3u8
贵州卫视,http://39.135.248.135/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225936/1.m3u8
贵州卫视,http://39.135.248.136/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225936/1.m3u8
贵州卫视,http://39.135.248.149/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225936/1.m3u8
贵州卫视,http://39.135.248.150/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225936/1.m3u8
吉林卫视,http://39.135.248.135/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225937/1.m3u8
吉林卫视,http://39.135.248.137/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225937/1.m3u8
吉林卫视,http://39.135.248.136/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225937/1.m3u8
吉林卫视,http://39.135.248.138/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225937/1.m3u8
重庆卫视,http://39.135.248.135/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225938/1.m3u8
重庆卫视,http://39.135.248.136/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225938/1.m3u8
重庆卫视,http://39.135.248.137/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225938/1.m3u8
重庆卫视,http://39.135.248.138/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225938/1.m3u8
广西卫视,http://39.135.248.136/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225939/1.m3u8
广西卫视,http://39.135.248.135/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225939/1.m3u8
广西卫视,http://39.135.248.149/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225939/1.m3u8
广西卫视,http://39.135.248.150/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225939/1.m3u8
河南卫视,http://39.135.248.135/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225940/1.m3u8
河南卫视,http://39.135.248.136/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225940/1.m3u8
河南卫视,http://39.135.248.137/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225940/1.m3u8
河南卫视,http://39.135.248.138/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225940/1.m3u8
旅游卫视,http://39.135.248.137/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225941/1.m3u8
旅游卫视,http://39.135.248.138/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225941/1.m3u8
旅游卫视,http://39.135.248.149/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225941/1.m3u8
旅游卫视,http://39.135.248.150/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225941/1.m3u8
青海卫视,http://39.135.248.135/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225942/1.m3u8
青海卫视,http://39.135.248.136/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225942/1.m3u8
青海卫视,http://39.135.248.137/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225942/1.m3u8
青海卫视,http://39.135.248.138/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225942/1.m3u8
河北卫视,http://39.135.248.135/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225943/1.m3u8
河北卫视,http://39.135.248.136/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225943/1.m3u8
河北卫视,http://39.135.248.137/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225943/1.m3u8
河北卫视,http://39.135.248.138/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225943/1.m3u8
陕西卫视,http://39.135.248.134/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225945/1.m3u8
陕西卫视,http://39.135.248.133/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225945/1.m3u8
陕西卫视,http://39.135.248.145/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225945/1.m3u8
陕西卫视,http://39.135.248.146/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225945/1.m3u8
云南卫视,http://39.135.248.133/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225946/1.m3u8
云南卫视,http://39.135.248.134/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225946/1.m3u8
云南卫视,http://39.135.248.145/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225946/1.m3u8
云南卫视,http://39.135.248.146/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225946/1.m3u8
兵团卫视,http://39.135.248.141/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225947/1.m3u8
兵团卫视,http://39.135.248.142/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225947/1.m3u8
兵团卫视,http://39.135.248.149/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225947/1.m3u8
兵团卫视,http://39.135.248.150/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225947/1.m3u8
甘肃卫视,http://39.135.248.133/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225949/1.m3u8
甘肃卫视,http://39.135.248.134/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225949/1.m3u8
甘肃卫视,http://39.135.248.145/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225949/1.m3u8
甘肃卫视,http://39.135.248.146/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225949/1.m3u8
宁夏卫视,http://39.135.248.133/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225950/1.m3u8
宁夏卫视,http://39.135.248.134/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225950/1.m3u8
宁夏卫视,http://39.135.248.145/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225950/1.m3u8
宁夏卫视,http://39.135.248.146/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225950/1.m3u8
山西卫视,http://39.135.248.141/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225951/1.m3u8
山西卫视,http://39.135.248.146/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225951/1.m3u8
山西卫视,http://39.135.248.142/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225951/1.m3u8
山西卫视,http://39.135.248.145/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225951/1.m3u8
厦门卫视,http://39.135.248.133/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225952/1.m3u8
厦门卫视,http://39.135.248.134/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225952/1.m3u8
厦门卫视,http://39.135.248.145/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225952/1.m3u8
厦门卫视,http://39.135.248.146/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225952/1.m3u8
新疆卫视,http://39.135.248.134/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225884/1.m3u8
新疆卫视,http://39.135.248.133/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225884/1.m3u8
新疆卫视,http://39.135.248.143/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225884/1.m3u8
新疆卫视,http://39.135.248.144/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225884/1.m3u8
西藏卫视,http://39.135.248.144/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225921/1.m3u8
西藏卫视,http://39.135.248.143/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225921/1.m3u8
西藏卫视,http://39.135.248.145/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225921/1.m3u8
西藏卫视,http://39.135.248.146/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225921/1.m3u8
内蒙古卫视,http://39.135.248.138/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225944/1.m3u8
内蒙古卫视,http://39.135.248.137/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225944/1.m3u8
内蒙古卫视,http://39.135.248.150/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225944/1.m3u8
内蒙古卫视,http://39.135.248.149/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225944/1.m3u8
金鹰卡通,http://39.135.248.133/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225953/1.m3u8
金鹰卡通,http://39.135.248.134/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225953/1.m3u8
金鹰卡通,http://39.135.248.145/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225953/1.m3u8
金鹰卡通,http://39.135.248.146/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225953/1.m3u8
卡酷少儿,http://39.135.248.133/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225954/1.m3u8
卡酷少儿,http://39.135.248.134/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225954/1.m3u8
卡酷少儿,http://39.135.248.145/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225954/1.m3u8
卡酷少儿,http://39.135.248.146/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225954/1.m3u8
嘉佳卡通,http://39.135.248.146/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225955/1.m3u8
嘉佳卡通,http://39.135.248.145/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225955/1.m3u8
嘉佳卡通,http://39.135.248.149/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225955/1.m3u8
嘉佳卡通,http://39.135.248.150/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225955/1.m3u8
哈哈炫动,http://39.135.248.134/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225931/1.m3u8
哈哈炫动,http://39.135.248.133/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225931/1.m3u8
哈哈炫动,http://39.135.248.145/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225931/1.m3u8
哈哈炫动,http://39.135.248.146/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225931/1.m3u8



CCTV1,http://39.135.248.133/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225965/1.m3u8
CCTV1,http://39.135.248.134/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225965/1.m3u8
CCTV1,http://39.135.248.135/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225965/1.m3u8
CCTV1,http://39.135.248.136/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225965/1.m3u8
CCTV1,http://39.135.248.139/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225965/1.m3u8
CCTV1,http://39.135.248.141/huaweicdn.hb.chinamobile.com/PLTV/88888888/224/3221225965/1.m3u8
